QID ,URLNO ,PNO ,REL,EXPL,,,,
260,679,2591,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
260,274,2592,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
260,274,2593,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
260,274,2594,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
260,274,2595,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
260,363,2596,0,No related information is found,,,,
260,363,2597,0,No related information is found,,,,
260,363,2598,0,No related information is found,,,,
260,363,2599,0,No related information is found,,,,
260,363,2600,0,No related information is found,,,,
261,615,2601,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
261,615,2602,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
261,615,2603,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
261,615,2604,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
261,6,2605,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
261,347,2606,0,No related information is found,,,,
261,347,2607,0,No related information is found,,,,
261,347,2608,0,No related information is found,,,,
261,347,2609,0,No related information is found,,,,
261,347,2610,0,No related information is found,,,,
262,465,2611,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
262,28,2612,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
262,665,2613,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
262,666,2614,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
262,667,2615,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
262,659,2616,0,No related information is found,,,,
262,659,2617,0,No related information is found,,,,
262,659,2618,0,No related information is found,,,,
262,659,2619,0,No related information is found,,,,
262,659,2620,0,No related information is found,,,,
263,670,2621,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
263,336,2622,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
263,671,2623,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
263,374,2624,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
263,677,2625,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
263,661,2626,0,No related information is found,,,,
263,661,2627,0,No related information is found,,,,
263,661,2628,0,No related information is found,,,,
263,661,2629,0,No related information is found,,,,
263,661,2630,0,No related information is found,,,,
264,679,2631,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
264,274,2632,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
264,274,2633,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
264,274,2634,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
264,274,2635,1,shows the length of quarantine period for Ebola Malaria Typhus Cholera,,,,
264,13,2636,0,No related information is found,,,,
264,13,2637,0,No related information is found,,,,
264,13,2638,0,No related information is found,,,,
264,13,2639,0,No related information is found,,,,
264,13,2640,0,No related information is found,,,,
273,245,2721,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
273,245,2722,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
273,245,2723,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
273,652,2724,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
273,329,2725,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
273,245,2726,0,it doesn't satisfy the information need,,,,
273,245,2727,0,it doesn't satisfy the information need,,,,
273,245,2728,0,it doesn't satisfy the information need,,,,
273,245,2729,0,it doesn't satisfy the information need,,,,
273,245,2730,0,it doesn't satisfy the information need,,,,
274,313,2731,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
274,196,2732,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
274,316,2733,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
274,426,2734,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
274,635,2735,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
274,316,2736,0,it doesn't satisfy the information need,,,,
274,316,2737,0,it doesn't satisfy the information need,,,,
274,316,2738,0,it doesn't satisfy the information need,,,,
274,316,2739,0,it doesn't satisfy the information need,,,,
274,316,2740,0,it doesn't satisfy the information need,,,,
275,18,2741,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
275,417,2742,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
275,146,2743,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
275,19,2744,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
275,420,2745,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
275,51,2746,0,it doesn't satisfy the information need,,,,
275,51,2747,0,it doesn't satisfy the information need,,,,
275,51,2748,0,it doesn't satisfy the information need,,,,
275,51,2749,0,it doesn't satisfy the information need,,,,
275,51,2750,0,it doesn't satisfy the information need,,,,
276,640,2751,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
276,210,2752,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
276,645,2753,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
276,643,2754,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
276,646,2755,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
276,254,2756,0,it doesn't satisfy the information need,,,,
276,254,2757,0,it doesn't satisfy the information need,,,,
276,254,2758,0,it doesn't satisfy the information need,,,,
276,254,2759,0,it doesn't satisfy the information need,,,,
276,254,2760,0,it doesn't satisfy the information need,,,,
277,245,2761,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
277,245,2762,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
277,245,2763,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
277,652,2764,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
277,329,2765,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
277,654,2766,0,it doesn't satisfy the information need,,,,
277,654,2767,0,it doesn't satisfy the information need,,,,
277,654,2768,0,it doesn't satisfy the information need,,,,
277,654,2769,0,it doesn't satisfy the information need,,,,
277,654,2770,0,it doesn't satisfy the information need,,,,
278,313,2771,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
278,196,2772,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
278,316,2773,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
278,426,2774,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
278,635,2775,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
278,27,2776,0,it doesn't satisfy the information need,,,,
278,27,2777,0,it doesn't satisfy the information need,,,,
278,27,2778,0,it doesn't satisfy the information need,,,,
278,27,2779,0,it doesn't satisfy the information need,,,,
278,27,2780,0,it doesn't satisfy the information need,,,,
279,18,2781,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
279,417,2782,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
279,146,2783,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
279,19,2784,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
279,420,2785,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
279,656,2786,0,it doesn't satisfy the information need,,,,
279,656,2787,0,it doesn't satisfy the information need,,,,
279,656,2788,0,it doesn't satisfy the information need,,,,
279,656,2789,0,it doesn't satisfy the information need,,,,
279,656,2790,0,it doesn't satisfy the information need,,,,
280,640,2791,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
280,210,2792,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
280,645,2793,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
280,643,2794,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
280,646,2795,1,describes the length of recovery period for Ebola Malaria Typhus or Cholera after treatment,,,,
280,96,2796,0,it doesn't satisfy the information need,,,,
280,96,2797,0,it doesn't satisfy the information need,,,,
280,96,2798,0,it doesn't satisfy the information need,,,,
280,96,2799,0,it doesn't satisfy the information need,,,,
280,96,2800,0,it doesn't satisfy the information need,,,,
72,100,601,1,decscribes how non-complicated malaria is treated ,,,,
72,100,602,1,decscribes how malaria is treated ,,,,
73,101,603,1,talks about antibodies administered it macaques ,,,,
73,101,604,0,talks about ebola origin ,,,,
73,101,605,1,tells about supportive treatment ,,,,
73,102,606,0,does not tell about ebola treatment ,,,,
73,102,607,1,tells abot ZMapp drug for treating ebola ,,,,
73,102,608,1,tells about Brincidofovir drug for ebola ,,,,
73,102,609,1,tells about Blood transfussion drug for ebola ,,,,
73,103,610,0,tells about ebola virus ,,,,
73,103,611,0,tells about how ebola spreads ,,,,
73,103,612,0,describes the symptoms of ebola ,,,,
74,104,613,1,decsribes how to treat cholera ,,,,
74,104,614,1,describes various ways to treat cholera ,,,,
74,105,615,1,describes rehydration therapy to treat cholera ,,,,
74,105,616,1,describes Antibiotic treatment for cholera ,,,,
74,105,617,1,describes medicines to treat cholera ,,,,
74,106,618,0,doesnot describes medicines to treat cholera ,,,,
74,106,619,0,speaks about cost of treating cholera ,,,,
74,106,620,0,doesnot tell decsribes how to treat cholera ,,,,
74,107,621,0,tells about vaccination for cholera ,,,,
74,107,622,0,tells about development of a vaccine for cholera ,,,,
75,119,623,1,describes about PCR test ,,,,
75,120,624,0,does not tell about PCR test ,,,,
75,120,625,0,does not tell about PCR test ,,,,
75,120,626,1,describes about PCR test ,,,,
75,120,627,0,does not tell about PCR test ,,,,
75,121,628,1,describes about PCR test for ebola ,,,,
75,121,629,1,describes about PCR test to get get results quickly ,,,,
75,121,630,1,describes about PCR test to detect ebola virus ,,,,
75,122,631,0,not related to PCR test ,,,,
75,122,632,0,not related to PCR test ,,,,
69,18,633,1,describes how to treat typhus ,,,,
69,18,634,0,talks about prognosis of typhus ,,,,
76,267,635,1,tells about medication for cholera ,,,,
76,267,636,1,describes the medicines avialable to treat cholera ,,,,
76,268,638,0,doesnot tell about treatment for cholera ,,,,
76,269,639,1,describes the medicines avialable to treat cholera ,,,,
67,27,640,1,describes medications to treat malaria after confirmation ,,,,
67,27,641,1,describes medications to treat malaria after confirmation ,,,,
76,270,642,1,describes the medicines avialable to treat cholera ,,,,
76,270,643,1,describes the medicines avialable to treat cholera ,,,,
76,270,644,0,doesnot tell about treatment for cholera ,,,,
76,272,645,0,tells how cholera is caused ,,,,
76,272,646,0,tells about symptoms ,,,,
76,272,647,0,tells about types of cholerae ,,,,
77,275,648,1,describes how to test for malaria ,,,,
77,275,649,1,tells diagnosis for testing the malaria parasite ,,,,
77,276,650,0,does not tell how to diagnosis malaria ,,,,
77,276,651,0,does not tell how to diagnosis malaria ,,,,
77,277,652,1,tells diagnosis for testing the malaria parasite ,,,,
77,277,653,1,describes how to test for malaria ,,,,
77,288,654,1,describes how to test for malaria ,,,,
77,288,655,0,speaks only systematic medline search in US ,,,,
77,288,656,0,speaks about survey in US ,,,,
77,288,657,0,does not tell how to diagnosis malaria ,,,,
78,293,658,0,tells how typhus is transmitted ,,,,
78,293,659,1,tells about diagnostic testing of typhus ,,,,
78,293,660,1,tells about specific methos avialble to test for typhus ,,,,
78,295,661,0,tells about laboratory testing ,,,,
78,295,662,0,does not tell about typhus diagnostic tests ,,,,
78,295,663,1,tells about diagnostic testing of typhus ,,,,
78,295,664,0,does not tell about typhus diagnostic tests ,,,,
78,296,665,0,does not tell about typhus diagnostic tests ,,,,
78,296,666,1,tells about diagnostic testing of typhus ,,,,
78,296,667,1,tells about specific methos avialble to test for typhus ,,,,
79,298,668,1,decsribes about Diagnosis of Epidemic cholera ,,,,
79,298,669,1,decsribes about Diagnosis of Epidemic cholera ,,,,
79,299,670,0,does not tell how to diagnois cholera ,,,,
79,299,671,1,tells about how to diagnois cholera ,,,,
79,299,672,0,does not tell how to diagnois cholera ,,,,
79,300,673,1,decsribes about Diagnosis of Epidemic cholera ,,,,
79,300,674,1,tells about how to diagnois cholera ,,,,
79,301,675,0,no information about test for cholera ,,,,
79,301,676,0,no information about test for cholera ,,,,
79,301,677,0,does not tell how to diagnois cholera ,,,,
80,302,678,1,tells about supportive care for ebola ,,,,
80,302,679,1,tells about methods in supportive care for ebola ,,,,
80,302,680,0,does not tell anything supportive care ,,,,
80,303,681,0,does not tell anything supportive care ,,,,
80,303,682,0,does not describe anything about ebola care ,,,,
80,303,683,0,does not tell anything supportive care ,,,,
80,311,684,1,tells what supportive care is ,,,,
80,311,685,1,tells what supportive care inludes ,,,,
80,311,685,1,tells what supportive care inludes ,,,,
80,312,687,0,does not tell about supportive carre for ebola ,,,,
61,32,688,1,decsribes about the First Antigen Rapid Test for Ebola ,,,,
61,32,689,1,decsribes the time in which test result can be obtained ,,,,
61,32,690,1,describes the method to confirm once result of rapid test is obtained ,,,,
61,33,691,1,describes the new test for ebola virus in West Aftrica ,,,,
61,34,692,1,describes new tool kit for testing ebola ,,,,
61,35,693,0,tells the manufacturer for various disease detection toolkit and ,,,,
61,35,694,0,speaks in general the outbreak of ebola ,,,,
61,35,695,0,talks about pricing of product and PCR test result ,,,,
61,36,696,0,talks about CARE kits for travellers ,,,,
61,37,697,0,tells about big hurdles of current tests ,,,,
62,38,698,0,describes its difficult to diagonise ,,,,
62,38,699,0,talks about when a person contacted with ebola be isolated ,,,,
62,38,700,1,tells various tests available to test ebola ,,,,
62,39,701,1,tells various tests available to test ebola ,,,,
62,40,702,0,just tells its difficult to test ,,,,
62,40,703,1,tells about PCR tests available to test ebola ,,,,
62,40,704,1,tells about ELISA tests available to test ebola ,,,,
62,41,705,1,tells what test should be performed ,,,,
62,41,706,0,tells about after diagonsed steps ,,,,
62,41,707,0,tells about whom to not to test ,,,,
63,42,708,1,describes Various test kits for malaria ,,,,
63,42,709,1,describes Various test kits for malaria ,,,,
63,42,710,1,describes Various test kits for malaria ,,,,
63,43,711,1,speaks about diagnostic testing for malaria ,,,,
63,44,712,1,tells test to detect malaria ,,,,
63,44,713,0,does not describe test for malaria ,,,,
63,44,714,0,tells about cost of testing ,,,,
63,44,715,0,talks about cost of anti malarial drug ,,,,
63,45,716,0,tells how does the test kit work? ,,,,
63,45,717,0,tells who can benefit from Malaria Rapid Test Kits? ,,,,
64,46,718,1,tells how to test for cholarae ,,,,
64,47,719,1,describes how to test for cholarae ,,,,
64,47,720,1,tells one particular method to test for cholarae ,,,,
64,47,721,1,tells one particular method to test for cholarae ,,,,
64,48,722,1,describes in detail test for cholarea ,,,,
64,49,723,0,does not tell how to test for cholarae ,,,,
64,49,724,0,does not tell how to test for cholarae ,,,,
64,50,725,0,does not tell how to test for cholarae ,,,,
64,50,726,0,does not tell how to test for cholarae ,,,,
64,50,727,0,does not tell how to test for cholarae ,,,,
65,51,728,0,does not tell about test available for typhus ,,,,
65,51,729,0,does not tell about test available for typhus ,,,,
65,51,730,1,describes how to test for typhus ,,,,
65,52,731,1,tells test available for typhus ,,,,
65,52,732,1,tells test available for typhus for varous types of typhus ,,,,
65,52,732,0,tells its difficult to test ,,,,
65,53,733,1,tells test available for typhus ,,,,
65,53,734,0,does not describes test available for typhus ,,,,
65,54,735,0,just tells about typhus ,,,,
65,54,736,1,tells how to diahnose Typhus ,,,,
66,55,737,1,describes how to treat malaria ,,,,
66,55,738,1,describes guidelines about how to treat malaria ,,,,
66,56,739,1,describes how to proceed treating uncomplictaed malaria ,,,,
66,56,740,1,describes how to treat malaria P. vivax infections ,,,,
66,56,741,1,describes how to proceed treating severe malaria ,,,,
66,57,742,0,does not describes how to treating before diagnosis is confirmed ,,,,
66,57,743,0,doest not tell about trating malaria ,,,,
66,58,744,0,talks about negative result of RDT ,,,,
66,58,745,0,does not talk about treatment ,,,,
66,59,746,0,doesnot address how to treat malaria ,,,,
67,60,747,0,does not tell about treatment ,,,,
67,60,748,0,tells about medicine choice ,,,,
67,60,749,0,tells about test dusring treatment ,,,,
67,61,750,0,tells only about type of antimalarial medicine and how long to take ,,,,
67,61,751,0,does not tell about treatment ,,,,
67,62,752,1,tells about artemisinin-based combination therapy (ACT) ,,,,
67,63,753,1,tells about current practice in treating cases of malaria ,,,,
67,64,754,1,drugs used in treating of malaria ,,,,
68,65,755,1,describes how to protect one self from cholera ,,,,
68,65,756,1,describes the mainstay of treatment for cholera. ,,,,
68,66,757,1,describes adjunct treatment for cholera ,,,,
68,66,758,1,talks about medicines used in treating cholera ,,,,
68,66,759,1,talks about guidelines recommended to treat cholera ,,,,
68,67,760,0,describes causes for cholera outbreak ,,,,
68,67,761,0,describes cholera history ,,,,
68,67,762,0,talks about prevention and not about treatment ,,,,
68,68,763,0,describes how to prevent cholera from spreading ,,,,
68,68,764,0,talks how cholera spreads ,,,,
69,69,765,1,describes how to treat typhus ,,,,
69,70,766,1,describes how to treat typhus ,,,,
69,70,767,0,talks about causes only ,,,,
69,70,768,0,doesnot describes how to treat typhus ,,,,
69,70,769,0,doesnot describes how to treat typhus ,,,,
69,70,770,0,doesnot describes how to treat typhus ,,,,
69,71,771,1,describes how to treat typhus ,,,,
69,72,772,1,describes how to treat typhus ,,,,
70,74,773,1,describes how to treat ebola ,,,,
70,74,774,1,describes medications avaialble to treat ebola ,,,,
70,74,775,1,describes Supportive treatment measures for Ebola include ,,,,
70,74,776,0,questions why people do not recover from the illness ,,,,
70,75,777,1,describes treatment of ebola ,,,,
70,75,778,1,describes treatment of ebola ,,,,
70,75,779,0,does not describe how to treat ebola ,,,,
70,77,780,0,talks about ebola treating hospitals in US ,,,,
70,77,781,0,talks about ebola treating hospitals in US ,,,,
70,77,782,0,talks about returning travelers ,,,,
71,79,783,0,tells about how many days it takes to detect ebola ,,,,
71,79,784,0,does not tell about testing of ebola ,,,,
71,79,785,0,does not tell about testing of ebola ,,,,
71,80,786,1,tells about new method to test ebola ,,,,
71,81,787,1,tells about new method to test ebola ,,,,
71,81,788,1,tells about new method to test ebola ,,,,
71,82,789,1,talks about new method to test ebola quickly ,,,,
71,82,790,0,does not tell about testing of ebola ,,,,
71,82,791,1,tells about new method to test ebola ,,,,
71,92,792,0,does not tell about testing of ebola ,,,,
72,94,793,0,does not tell about cure for malaria ,,,,
72,94,794,0,talks about DDT - malaria and eradication ,,,,
72,95,795,1,describes how malaria in Africa is treated ,,,,
72,95,796,1,describes how malaria is cured ,,,,
72,98,797,0,does not tell about cure for malaria ,,,,
72,98,798,0,does not tell about cure for malaria ,,,,
72,98,799,0,does not tell about cure for malaria ,,,,
72,99,800,1,describes how malaria is cured ,,,,
181,23,1835,1,describes treatement duration based on patients immune system,,,,
181,23,1836,1,describes treatement for ebola and related infections,,,,
181,24,1838,1,describes the treatment for ebola,,,,
181,24,1839,1,describes the treatment for ebola and,,,,
181,24,1840,0,does not describes the treatment for ebola,,,,
181,24,1841,1,describes the treatment and precautions evd,,,,
181,25,1852,0,decsrbes who should treat ebola,,,,
181,25,1853,0,decsrbes who should treat ebola,,,,
181,26,1868,0,decscribes where the patient has been treated,,,,
181,26,1869,0,decscribes only treatment location,,,,
182,27,1881,1,decribes duration of malaria treament and symptoms,,,,
182,28,1883,1,describes the length of the treatment of malaria,,,,
182,28,1884,1,describes treatment and types,,,,
182,29,1885,1,describes treatment for various malaria types,,,,
182,29,1886,1,describes treatment for various malaria types,,,,
182,30,1887,0,doesnot indicate length of treatment,,,,
182,30,1888,0,doesnot contain treatment duration,,,,
182,31,1889,0,describes only type(Primaquine) of antimalarial drug,,,,
182,31,1890,0,talks about additional treatments for malaria,,,,
182,31,1891,0,talks about research in Primaquine,,,,
192,21,1834,0,does not tell about recovery time,,,,
192,51,1999,1,tells about prognosis,,,,
192,51,1999,1,tells about recovery time,,,,
192,51,2000,0,tells about complication,,,,
193,27,1882,1,tells the time to recovery,,,,
183,123,1801,0,does not tell about treatment time,,,,
183,124,1802,0,does not tella about duration,,,,
183,124,1803,0,tells how long it takes for symptoms to appear,,,,
183,125,1805,1,tells about time to treat cholera completely,,,,
183,125,1806,1,tells how long it takes to recover fully,,,,
183,125,1807,1,tells about time to treat cholera,,,,
183,126,1808,1,tells about time to treat cholera completely,,,,
183,127,1809,0,speaks about after recovery,,,,
183,127,1810,0,does not tell about treament time,,,,
183,128,1811,1,tells about time to treat cholera completely,,,,
184,129,1812,1,tells about the typhus treatment course,,,,
184,130,1813,0,does not tell about typhus treatment duration,,,,
184,130,1814,1,tells about typhus treatment duration,,,,
184,130,1815,1,speaks about the time to treat typhus using different medicines,,,,
184,137,1816,1,tells about the typhus treatment course completion,,,,
184,137,1817,1,tells about typhus treatment duration,,,,
184,137,1818,0,does not tells about typhus treatment duration,,,,
184,139,1819,0,does not tells about typhus treatment duration,,,,
184,140,1820,0,does not tells about typhus treatment duration,,,,
184,140,1821,0,does not tells about typhus treatment duration,,,,
185,143,1822,0,does not tell about malaria symptoms duration,,,,
185,143,1823,1,describes malaria symptoms duration,,,,
185,143,1824,0,tells how malaria is treated,,,,
185,143,1825,1,speaks about malaria symptoms duration,,,,
185,145,1826,1,tells how long it takes to cure malaria,,,,
185,145,1827,1,tells about treatment options,,,,
185,145,1828,1,tells how long it takes for malaria symptoms to subside,,,,
185,150,1829,0,tells about different time ranges for various malaria types,,,,
185,150,1830,0,tells about symptoms depending on general health,,,,
185,150,1831,0,tells how long it takes for symptoms to appear,,,,
186,245,1842,0,does not tell about time to recovery,,,,
186,245,1843,0,does not tell about time to recovery,,,,
186,245,1844,0,tells only about the symptoms,,,,
186,245,1845,0,does not tell about time to recovery,,,,
186,245,1846,1,tells that only supportive crae can cure ebola,,,,
186,245,1847,1,tells it could take few weeks to recover,,,,
186,245,1848,1,tells about a specific case of ebola cure,,,,
186,248,1851,1,tells that no cure is avlaible,,,,
186,250,1854,1,tells about a specific case of ebola cure in US,,,,
186,250,1855,0,does not tell anything about time to recovery,,,,
187,254,1858,0,talks about cholera in general,,,,
187,254,1859,0,only talks about what happens if untreated,,,,
187,254,1860,0,talks about cholera symptoms,,,,
187,254,1861,1,describes the time taken to recover from cholera,,,,
187,255,1862,1,talks about time to recover from cholera,,,,
187,256,1863,0,only talks about what happens if untreated,,,,
187,256,1864,0,only talks about what happens if untreated,,,,
187,256,1865,1,talks about time to recover from cholera,,,,
187,257,1866,1,talks about time to recover from cholera,,,,
187,257,1867,1,talks about time to recover from cholera,,,,
188,260,1871,0,does not tell about treatment time,,,,
188,260,1872,1,tells about prognosis recovery time from typhus,,,,
188,261,1873,0,does not tell about treatment time,,,,
188,261,1874,0,talks about types of typhus,,,,
188,261,1875,0,describes to detect typhus presence,,,,
188,261,1876,1,tells about recovery time in children,,,,
188,263,1877,1,tells about recovery time after treatment,,,,
188,263,1878,0,does not tella about typhus,,,,
188,264,1879,1,tells about how long treatment is needed,,,,
188,265,1880,1,tells about how long treatment is needed,,,,
189,313,1892,1,tells how long it takes to recover from malaria,,,,
189,313,1893,1,tells about recovery time,,,,
189,314,1894,0,tells what happens when malaria infected mosquito bites,,,,
189,314,1895,1,tells about recovery time,,,,
189,314,1896,0,tells what happens in chidren and pregnant ladies as effect of malaria,,,,
189,315,1897,0,tells how malaria can be prevented,,,,
189,315,1898,1,tells on what factors recovery is possible,,,,
189,315,1899,0,tells about complications in malaria,,,,
189,316,1900,1,tells about long long it takes to recover,,,,
189,316,1901,0,tells about prevention of malaria,,,,
190,317,1902,0,talks about sypmtoms becoming prominent,,,,
190,317,1903,0,talks about how cholera spreads,,,,
190,317,1904,1,tells what factors make quick recovery from cholera,,,,
190,317,1905,1,tells what factors make quick recovery,,,,
190,320,1906,0,does not tell how long it takes to recover,,,,
190,320,1907,1,tells about how to recover quickly from cholera,,,,
190,323,1908,1,tells how long it takes to recover from cholera fully,,,,
190,324,1909,1,tells about cholera treatment,,,,
190,324,1910,0,talks about travellers diarrhea,,,,
190,324,1911,0,talks about travellers diarrhea,,,,
191,329,1912,0,does not tell about recovery,,,,
191,329,1913,1,tells about recovery time depends on what factors,,,,
191,329,1914,0,speaks about ebola faltality rate,,,,
191,330,1915,0,does not tell about recovery,,,,
191,331,1917,1,tells the there is no exact number of weeks to recover from ebola                                          ,,,,
191,332,1918,1,tells about supportive care,,,,
191,332,1919,0,does not tell about recovery,,,,
191,333,1921,1,tell no cure for ebola,,,,
191,5,1997,0,tells how infection is caused,,,,
191,5,1998,1,tells that cure from ebola is very rare,,,,
192,334,1922,0,does not tell how long it takes to recover from typhus,,,,
192,334,1923,1,speaks about how long infection lasts,,,,
192,334,1924,0,does not tell how long it takes to recover,,,,
192,336,1925,0,tells about complication from typhus,,,,
192,336,1926,1,tells about how long it takes to recover,,,,
192,337,1927,1,tells about recovery time,,,,
193,196,1832,0,speaks about vaccine against malaria,,,,
193,196,1833,0,speaks about prevention of malaria,,,,
193,388,1928,0,tells about doxycycline,,,,
193,388,1929,0,tells about symptoms of malaria,,,,
193,389,1930,1,tells the time to recovery,,,,
193,390,1931,1,tells how malraia is treated,,,,
193,390,1932,0,tells how malaria is tested,,,,
193,391,1933,1,gives specific case to tell about recovery time,,,,
193,392,1934,1,gives the timeline for children to adult,,,,
194,393,1935,1,tells the time to recover if recovery is possible,,,,
194,393,1936,0,tells about after effects on survivors,,,,
194,393,1937,1,tells about days onwards the death happens if not recovered,,,,
194,393,1938,1,tells duration of supportive treatment,,,,
194,394,1940,0,does not tell about recovery time,,,,
194,394,1941,0,does not tell about recovery time,,,,
194,394,1942,1,tells about rare survivors in case of ebola,,,,
194,395,1944,1,tells why its not possible to recover,,,,
194,395,1945,0,does not tell about recovery time focuses on supportive care,,,,
194,395,1946,0,tells ebola virus as bioterrorism,,,,
195,396,1947,1,tells about full recovery,,,,
195,397,1948,0,just tells what prognosis means,,,,
195,398,1949,1,tells about full recovery,,,,
195,399,1950,1,tells about treatment and recovery,,,,
195,399,1951,1,tells about treatment and recovery,,,,
195,399,1952,0,tells what prevention,,,,
195,399,1953,0,tells about cholera vaccine,,,,
195,399,1954,0,tells about cholera vaccine,,,,
195,399,1955,0,tells how cholera break out happens,,,,
195,400,1956,1,tells about treatment and recovery,,,,
196,417,1957,0,tells about scrub typhus,,,,
196,417,1958,0,tells about causing agent,,,,
196,417,1959,1,tells about treatment and recovery time,,,,
196,417,1960,1,tells about prognosis recovery time,,,,
196,420,1961,1,tells about treatment time,,,,
196,420,1962,0,does not speak about treatment time,,,,
196,420,1963,1,tells about treatment time,,,,
196,420,1964,0,does not speak about treatment time,,,,
196,422,1965,0,does not speak about treatment time,,,,
196,422,1966,1,tells about treatment time,,,,
197,425,1967,1,tells about time for treatment,,,,
197,426,1968,1,tells about time for treatment,,,,
197,427,1969,1,tells about time for treatment,,,,
197,428,1970,1,tells about time for treatment,,,,
197,429,1971,1,tells time for symptoms to appear,,,,
197,430,1972,0,does not tell about malaria treatment time,,,,
197,430,1973,0,does not tell about malaria treatment time,,,,
197,430,1974,0,does not tell about malaria treatment time,,,,
197,430,1975,0,does not tell about malaria treatment time,,,,
197,430,1976,0,does not tell about malaria treatment time,,,,
198,433,1977,0,speaks about typhoid,,,,
198,433,1978,0,speaks about typhoid,,,,
198,434,1979,1,speaks about treatment time,,,,
198,434,1980,1,speaks about treatment time,,,,
198,437,1981,0,does not tell about treatment time,,,,
198,437,1982,0,does not tell about treatment time,,,,
198,437,1983,1,speaks about duration of symptoms,,,,
