URLNO ,PNO,RFN,VAL
21,1304,2,fever
18,1305,1,epidemic typhus
18,1305,2,malaise
18,1306,1,epidemic typhus
18,1306,2,vasculitis
18,1306,2,fever
18,1306,2,infection
18,1306,2,typhus fever
18,1307,1,typhus
18,1307,1,epidemic typhus
18,1307,6,1990s
18,1307,6,1930s
18,1307,7,during(the 1990s)
18,1307,7,during(the 1930s)
18,1308,1,murine typhus
18,1309,1,epidemic typhus
18,1310,1,endemic typhus
18,1310,1,typhus
18,1310,1,murine typhus
18,1310,6,1993-1997
195,1312,1,malaria
195,1312,6,1 week after
185,1313,1,malaria
185,1313,6,seven days after
219,1315,1,malaria
219,1315,2,drugs
219,1315,2,sick
219,1315,6,next day
150,1316,1,malaria
150,1317,2,fever
150,1318,1,malaria
150,1319,1,malaria
150,1319,2,seizures
150,1320,2,infection
4,1321,2,fever
4,1321,2,pain
4,1321,2,infection
4,1321,2,vomiting
4,1321,2,fatigue
4,1321,2,rash
4,1321,2,muscle pain
4,1321,2,sore throat
4,1321,2,headache
9,1322,1,hepatitis b
9,1322,2,infection
9,1322,2,hepatitis
9,1322,8,hepatitis b virus
13,1323,1,cholera
13,1323,2,infection
18,1324,2,seizures
18,1324,2,photophobia
18,1324,2,fever
18,1324,2,pain
18,1324,2,hearing loss
18,1324,2,abdominal pain
18,1324,2,nausea
18,1324,2,drowsiness
18,1324,2,myalgia
18,1324,2,joint pain
18,1324,2,vomiting
18,1324,2,gangrene
18,1324,2,severe headache
18,1324,2,malaise
18,1324,2,rash
18,1324,2,confusion
18,1324,2,coma
18,1324,2,delirium
18,1324,2,cough
18,1324,2,necrosis
18,1324,2,headache
225,1326,1,malaria
225,1327,1,malaria
225,1327,2,drugs
4,1331,2,fever
4,1331,2,pain
4,1331,2,infection
4,1331,2,vomiting
4,1331,2,fatigue
4,1331,2,rash
4,1331,2,muscle pain
4,1331,2,sore throat
4,1331,2,headache
5,1332,2,infection
6,1333,1,ebola
6,1333,2,infection
6,1333,6,21 days after
6,1333,8,ebola virus
6,1334,1,ebola
6,1334,6,1976
6,1334,6,2000
6,1334,6,1995
6,1334,7,on(times for the 1995)
6,1334,7,in(a study of the 1976)
6,1334,8,ebola virus
4,1336,1,ebola
4,1336,1,typhoid fever
4,1336,1,meningitis
4,1336,1,malaria
4,1336,2,ebola virus infection
4,1336,2,fever
4,1336,2,typhoid fever
4,1336,2,meningitis
4,1336,2,infection
4,1336,8,ebola virus
4,1337,3,testing
4,1338,3,testing
4,1338,4,immune therapies and drug 
4,1339,5,use of personal protective equipment 
4,1340,1,ebola
4,1340,2,infection
4,1340,5,and gloves 
4,1340,5,sterile gloves 
4,1340,8,ebola virus
9,1341,1,hepatitis b
9,1341,2,infection
9,1341,2,hepatitis
9,1341,8,hepatitis b virus
9,1342,1,hepatitis b
9,1342,2,infection
9,1342,2,hepatitis
9,1342,8,hepatitis b virus
10,1343,1,hepatitis b
10,1343,2,infection
10,1343,2,hepatitis
10,1343,6,60 days after
10,1343,7,in(30 to 60 days after)
10,1343,8,hepatitis b virus
11,1344,2,no symptoms
11,1344,2,infection
11,1344,6,6 months after
12,1345,6,180 days after
12,1345,6,90 days after
10,1346,4,series induces protective antibody 
10,1346,4,The complete vaccine 
10,1346,5,series induces protective antibody 
10,1346,5,The complete vaccine 
10,1347,2,infection
10,1347,4,All children and adolescents younger than 18 years old and not previously vaccinated should receive the vaccine 
10,1347,5,All children and adolescents younger than 18 years old and not previously vaccinated should receive the vaccine 
10,1348,1,hepatitis b
10,1348,2,infection
10,1348,2,hepatitis
10,1348,4,The vaccine 
10,1348,4,over 1 billion doses of hepatitis B vaccine 
10,1348,5,The vaccine 
10,1348,5,over 1 billion doses of hepatitis B vaccine 
10,1348,6,1982
10,1348,7,since(1982)
10,1348,8,hepatitis b virus
10,1349,1,hepatitis b
10,1349,2,hepatitis
10,1349,6,1992
10,1349,6,2013
10,1349,7,in(1992)
10,1350,1,hepatitis b
10,1350,2,hepatitis
10,1350,5,condoms
10,1350,5,assured screening of all donated blood and blood components used for transfusion can prevent 
10,1350,8,hepatitis b virus
18,1351,2,seizures
18,1351,2,photophobia
18,1351,2,fever
18,1351,2,pain
18,1351,2,hearing loss
18,1351,2,abdominal pain
18,1351,2,nausea
18,1351,2,drowsiness
18,1351,2,myalgia
18,1351,2,joint pain
18,1351,2,vomiting
18,1351,2,gangrene
18,1351,2,severe headache
18,1351,2,malaise
18,1351,2,rash
18,1351,2,confusion
18,1351,2,coma
18,1351,2,delirium
18,1351,2,cough
18,1351,2,necrosis
18,1351,2,headache
18,1352,1,endemic typhus
18,1352,1,typhus
18,1352,2,backache
18,1352,2,high fever
18,1352,2,fever
18,1352,2,pain
18,1352,2,abdominal pain
18,1352,2,nausea
18,1352,2,respiratory failure
18,1352,2,joint pain
18,1352,2,vomiting
18,1352,2,dry cough
18,1352,2,rash
18,1352,2,renal failure
18,1352,2,ataxia
18,1352,2,very high fever
18,1352,2,cough
18,1352,2,seizures
18,1352,2,red rash
18,1352,2,headache
18,1352,6,12 days after
18,1353,2,fever
18,1353,2,pain
18,1353,2,eschar
18,1353,2,lymphadenopathy
18,1353,2,myalgia
18,1353,2,rash
18,1353,2,vomiting
18,1353,2,cough
18,1353,2,maculopapular rash
18,1353,2,headache
21,1354,1,typhus
21,1354,1,epidemic typhus
21,1354,2,fever
18,1355,2,seizures
18,1355,2,photophobia
18,1355,2,fever
18,1355,2,pain
18,1355,2,hearing loss
18,1355,2,abdominal pain
18,1355,2,nausea
18,1355,2,drowsiness
18,1355,2,myalgia
18,1355,2,joint pain
18,1355,2,vomiting
18,1355,2,gangrene
18,1355,2,severe headache
18,1355,2,malaise
18,1355,2,rash
18,1355,2,confusion
18,1355,2,coma
18,1355,2,delirium
18,1355,2,cough
18,1355,2,necrosis
18,1355,2,headache
21,1356,4,This vaccine 
21,1356,5,This vaccine 
21,1356,6,1943
21,1356,6,1938
21,1356,7,in(1938)
21,1356,7,by(1943)
21,1357,2,infection
21,1357,4,antibiotics 
21,1357,4,Intravenous fluids 
21,1358,1,typhus
21,1358,6,1546
21,1358,6,1083
21,1358,7,in(1546)
21,1358,7,in(1083)
21,1359,1,typhus
21,1359,4,vaccine 
21,1359,5,vaccine 
21,1360,1,epidemic typhus
21,1360,1,plague
195,1362,1,malaria
195,1362,6,1 week after
185,1363,1,malaria
185,1363,6,seven days after
219,1365,1,malaria
219,1365,2,drugs
219,1365,2,sick
219,1365,6,next day
189,1367,1,influenza
189,1367,1,malaria
189,1368,1,malaria
189,1368,2,thrombocytopenia
189,1368,2,anemia
189,1369,1,malaria
236,1371,1,ebola
236,1371,6,21 days after
4,1372,2,fever
4,1372,2,pain
4,1372,2,infection
4,1372,2,vomiting
4,1372,2,fatigue
4,1372,2,rash
4,1372,2,muscle pain
4,1372,2,sore throat
4,1372,2,headache
110,1373,1,ebola
110,1373,2,aches
110,1373,2,fever
110,1373,2,pain
110,1373,2,diarrhea
110,1373,2,vomiting
110,1373,2,sick
110,1373,2,stomach pain
110,1373,2,cough
110,1373,2,headache
110,1373,6,nine days after
237,1374,6,21 days after
3,1375,1,ebola
3,1375,1,ebola hemorrhagic fever
3,1375,2,fever
3,1375,2,pain
3,1375,2,diarrhea
3,1375,2,rash
3,1375,2,vomiting
3,1375,2,muscle pain
3,1375,2,sore throat
3,1375,6,three weeks after
3,1375,8,ebola virus
3,1375,8,ebolavirus
110,1376,1,ebola
110,1376,2,infection
110,1376,5,Vaccines in development have been effective at preventing 
110,1377,1,ebola
110,1377,2,cough
110,1377,2,infection
110,1377,2,fever
110,1377,2,vomiting
110,1378,5,isolation
110,1378,2,sick
110,1378,2,infection
238,1381,1,hepatitis b
238,1381,2,infection
238,1381,2,hepatitis
238,1381,6,6 months after
239,1382,6,6 months after
240,1384,1,hepatitis b
240,1384,2,hepatitis
240,1384,6,6 months later
11,1385,2,no symptoms
11,1385,2,infection
11,1385,6,6 months after
11,1386,1,hepatitis b
11,1386,2,liver infection
11,1386,2,infection
11,1386,2,hepatitis
11,1386,8,hepatitis b virus
11,1387,4,drugs
11,1387,2,liver cancer
11,1387,2,liver damage
11,1388,1,hepatitis b
11,1388,2,infection
11,1388,2,hepatitis
11,1388,8,hepatitis b virus
11,1389,2,infection
11,1390,1,hepatitis b
11,1390,2,infection
11,1390,2,hepatitis
11,1390,3,acupuncture
11,1390,8,hepatitis b virus
241,1392,1,malaria
185,1393,1,malaria
185,1393,6,seven days after
143,1395,1,malaria
143,1395,2,jaundice
143,1395,5,Related articles q Malaria Prevention 
143,1395,6,four weeks after
143,1396,1,malaria
143,1396,2,infection
143,1397,1,malaria
143,1398,1,malaria
143,1399,1,malaria
143,1400,1,malaria
234,1601,1,malaria
234,1601,2,death
234,1601,2,the inability to deliver sufficient oxygen 
235,1602,1,malaria
235,1602,2,severe headache
235,1602,2,confusion
235,1602,2,drowsiness
235,1602,2,coma
235,1602,2,convulsions
235,1602,2,headache
216,1603,1,ebola
216,1603,1,flu
216,1603,2,flu-like symptoms
216,1603,2,shock
216,1603,2,diarrhea
216,1603,2,low blood pressure
216,1603,2,infection
216,1603,2,vomiting
216,1603,2,pressure
216,1603,8,ebola virus
224,1604,1,typhoid fever
224,1604,2,fever
224,1604,2,lethargy
224,1604,2,abdominal pain
224,1604,2,typhoid fever
224,1604,2,spots
224,1604,2,rose spots
224,1604,2,pain
224,1604,2,headache
224,1604,4,antibiotic 
216,1605,1,ebola
216,1605,1,flu
216,1605,2,flu-like symptoms
216,1605,2,shock
216,1605,2,diarrhea
216,1605,2,low blood pressure
216,1605,2,infection
216,1605,2,vomiting
216,1605,2,pressure
216,1605,8,ebola virus
209,1606,1,ebola
209,1606,5,prevention
209,1606,6,2014
209,1606,7,on(the 2014)
209,1606,8,ebola virus
209,1606,8,ebolavirus
209,1608,1,ebola
209,1608,2,fear
209,1608,2,anxiety
209,1609,1,flu
209,1610,1,ebola
209,1610,3,testing
214,1611,2,death
214,1611,2,blood clots
215,1612,1,ebola
215,1612,2,death
215,1612,2,blisters
215,1612,8,ebola virus
222,1613,1,typhoid fever
222,1613,2,fever
222,1613,2,typhoid fever
228,1614,1,cholera
228,1614,2,diarrhea
233,1615,1,flu
233,1615,1,malaria
233,1615,2,kidney failure
233,1615,2,aches
233,1615,2,headache
233,1615,2,death
233,1615,2,muscle aches
233,1615,2,confusion
233,1615,2,nausea
233,1615,2,diarrhea
233,1615,2,infection
233,1615,2,vomiting
233,1615,2,fever
233,1615,2,jaundice
233,1615,2,tiredness
233,1615,2,coma
233,1615,2,chills
233,1615,2,seizures
233,1615,2,anemia
233,1615,6,15 days after
209,1620,1,ebola
232,1621,1,malaria
232,1621,2,infection
227,1622,1,cholera
221,1623,1,pneumonia
221,1623,1,typhus
221,1623,2,stupor
221,1623,2,constipation
221,1623,2,rash
221,1623,2,pneumonia
221,1623,2,splenomegaly
221,1623,2,kidney damage
221,1623,2,delirium
221,1623,2,renal failure
221,1623,2,bradycardia
217,1624,1,ebola
217,1624,2,pressure
217,1624,2,dehydration
217,1624,2,fever
217,1624,2,diarrhea
218,1625,1,ebola
218,1625,2,blood clots
218,1625,2,petechiae
218,1625,2,spots
218,1625,2,red spots
209,1626,1,ebola
209,1626,6,1976
209,1626,6,14-Aug
209,1626,7,since(1976)
209,1626,8,ebola virus
209,1627,6,2014
209,1627,7,in(2014)
209,1630,2,infection
209,1630,6,last month
209,1630,7,in(the last month)
211,1631,1,ebola
211,1631,2,ebola virus infection
211,1631,2,infection
211,1631,8,ebola virus
213,1632,1,ebola
213,1632,2,infection
213,1632,8,ebola virus
214,1633,2,death
214,1633,2,blood clots
215,1634,1,ebola
215,1634,2,death
215,1634,2,blisters
215,1634,8,ebola virus
216,1635,1,ebola
216,1635,1,flu
216,1635,2,flu-like symptoms
216,1635,2,shock
216,1635,2,diarrhea
216,1635,2,low blood pressure
216,1635,2,infection
216,1635,2,vomiting
216,1635,2,pressure
216,1635,8,ebola virus
209,1636,1,ebola
209,1636,1,ebola hemorrhagic fever
209,1636,2,fever
209,1636,8,ebola virus
209,1637,2,infection
209,1638,2,double
209,1638,2,infection
209,1639,1,ebola
231,1641,1,malaria
231,1641,2,coma
231,1641,2,convulsions
231,1641,2,brain damage
231,1641,2,fever
232,1642,1,malaria
232,1642,2,infection
233,1643,1,flu
233,1643,1,malaria
233,1643,2,kidney failure
233,1643,2,aches
233,1643,2,headache
233,1643,2,death
233,1643,2,muscle aches
233,1643,2,confusion
233,1643,2,nausea
233,1643,2,diarrhea
233,1643,2,infection
233,1643,2,vomiting
233,1643,2,fever
233,1643,2,jaundice
233,1643,2,tiredness
233,1643,2,coma
233,1643,2,chills
233,1643,2,seizures
233,1643,2,anemia
233,1643,6,15 days after
234,1644,1,malaria
234,1644,2,death
234,1644,2,the inability to deliver sufficient oxygen 
235,1645,1,malaria
235,1645,2,severe headache
235,1645,2,confusion
235,1645,2,drowsiness
235,1645,2,coma
235,1645,2,convulsions
235,1645,2,headache
209,1646,1,ebola
209,1647,1,ebola
209,1648,6,May-75
209,1648,7,in(may 1975)
234,1649,1,malaria
234,1649,6,next week
220,1651,1,typhus
220,1651,2,coma
220,1651,2,death
220,1651,2,fever
220,1651,4,with antibiotics 
221,1652,1,pneumonia
221,1652,1,typhus
221,1652,2,stupor
221,1652,2,constipation
221,1652,2,rash
221,1652,2,pneumonia
221,1652,2,splenomegaly
221,1652,2,kidney damage
221,1652,2,delirium
221,1652,2,renal failure
221,1652,2,bradycardia
222,1653,1,typhoid fever
222,1653,2,fever
222,1653,2,typhoid fever
223,1654,1,typhus
224,1655,1,typhoid fever
224,1655,2,fever
224,1655,2,lethargy
224,1655,2,abdominal pain
224,1655,2,typhoid fever
224,1655,2,spots
224,1655,2,rose spots
224,1655,2,pain
224,1655,2,headache
224,1655,4,antibiotic 
209,1657,1,ebola
209,1657,8,ebola virus
209,1658,1,ebola
209,1658,1,ebola hemorrhagic fever
209,1658,2,fever
209,1658,8,ebola virus
209,1658,8,ebolavirus
209,1658,8,virus family Filoviridae
209,1659,8,ebolavirus
209,1660,1,ebola
209,1660,6,2007
209,1660,7,in(uganda in 2007)
209,1660,8,ebolavirus
227,1661,1,cholera
227,1661,2,excoriations
227,1662,1,cholera
228,1663,1,cholera
228,1663,2,diarrhea
229,1664,1,cholera
230,1665,1,cholera
230,1665,2,infection
209,1666,1,ebola
209,1666,8,ebolavirus
209,1667,1,ebola
209,1667,6,1976
209,1667,7,in(1976)
209,1667,8,ebolavirus
209,1668,1,ebola
209,1668,6,13-Dec
209,1668,7,on(28 december 2013)
209,1669,1,ebola
209,1669,6,2014
209,1669,7,since(the 2014)
209,1670,1,ebola
209,1670,6,the beginning of August
209,1670,7,at(the beginning of august)
214,1671,2,death
214,1671,2,blood clots
215,1672,1,ebola
215,1672,2,death
215,1672,2,blisters
215,1672,8,ebola virus
216,1673,1,ebola
216,1673,1,flu
216,1673,2,flu-like symptoms
216,1673,2,shock
216,1673,2,diarrhea
216,1673,2,low blood pressure
216,1673,2,infection
216,1673,2,vomiting
216,1673,2,pressure
216,1673,8,ebola virus
217,1674,1,ebola
217,1674,2,pressure
217,1674,2,dehydration
217,1674,2,fever
217,1674,2,diarrhea
218,1675,1,ebola
218,1675,2,blood clots
218,1675,2,petechiae
218,1675,2,spots
218,1675,2,red spots
209,1676,1,ebola
209,1676,3,blood transfusion
209,1676,4,it was reported that Sacra had received an experimental therapy 
209,1676,8,ebola virus
209,1677,1,ebola
209,1677,6,2014
209,1678,1,ebola
209,1678,8,ebola virus
209,1679,1,ebola
209,1679,6,2002
209,1679,6,1976
209,1679,6,1979
209,1679,6,2005
209,1679,7,in(a 2002)
209,1679,7,in(the 1976 and 1979)
209,1680,2,infection
209,1680,6,1976
209,1680,6,2001
209,1680,6,2003
209,1680,6,1998
209,1680,7,during(outbreaks in 2001)
209,1680,8,ebolavirus
231,1681,1,malaria
231,1681,2,coma
231,1681,2,convulsions
231,1681,2,brain damage
231,1681,2,fever
232,1682,1,malaria
232,1682,2,infection
233,1683,1,flu
233,1683,1,malaria
233,1683,2,kidney failure
233,1683,2,aches
233,1683,2,headache
233,1683,2,death
233,1683,2,muscle aches
233,1683,2,confusion
233,1683,2,nausea
233,1683,2,diarrhea
233,1683,2,infection
233,1683,2,vomiting
233,1683,2,fever
233,1683,2,jaundice
233,1683,2,tiredness
233,1683,2,coma
233,1683,2,chills
233,1683,2,seizures
233,1683,2,anemia
233,1683,6,15 days after
234,1684,1,malaria
234,1684,2,death
234,1684,2,the inability to deliver sufficient oxygen 
235,1685,1,malaria
235,1685,2,severe headache
235,1685,2,confusion
235,1685,2,drowsiness
235,1685,2,coma
235,1685,2,convulsions
235,1685,2,headache
209,1689,2,infection
209,1690,2,sick
220,1691,1,typhus
220,1691,2,coma
220,1691,2,death
220,1691,2,fever
220,1691,4,with antibiotics 
221,1692,1,pneumonia
221,1692,1,typhus
221,1692,2,stupor
221,1692,2,constipation
221,1692,2,rash
221,1692,2,pneumonia
221,1692,2,splenomegaly
221,1692,2,kidney damage
221,1692,2,delirium
221,1692,2,renal failure
221,1692,2,bradycardia
222,1693,1,typhoid fever
222,1693,2,fever
222,1693,2,typhoid fever
223,1694,1,typhus
224,1695,1,typhoid fever
224,1695,2,fever
224,1695,2,lethargy
224,1695,2,abdominal pain
224,1695,2,typhoid fever
224,1695,2,spots
224,1695,2,rose spots
224,1695,2,pain
224,1695,2,headache
224,1695,4,antibiotic 
209,1697,1,ebola
209,1697,2,infection
209,1697,8,ebola virus
209,1698,1,ebola
209,1699,1,ebola
209,1699,8,ebola virus
209,1700,1,flu
227,1701,1,cholera
227,1701,2,excoriations
227,1702,1,cholera
228,1703,1,cholera
228,1703,2,diarrhea
229,1704,1,cholera
230,1705,1,cholera
230,1705,2,infection
209,1706,2,rash
209,1706,2,maculopapular rash
209,1708,6,7 days after
209,1709,2,bleeding symptoms
209,1709,2,death
209,1709,2,blood loss
209,1710,2,death
209,1710,2,sick
211,1711,1,ebola
211,1711,2,ebola virus infection
211,1711,2,infection
211,1711,8,ebola virus
213,1712,1,ebola
213,1712,2,infection
213,1712,8,ebola virus
217,1713,1,ebola
217,1713,2,pressure
217,1713,2,dehydration
217,1713,2,fever
217,1713,2,diarrhea
218,1714,1,ebola
218,1714,2,blood clots
218,1714,2,petechiae
218,1714,2,spots
218,1714,2,red spots
214,1715,2,death
214,1715,2,blood clots
209,1716,1,ebola
209,1716,2,infection
209,1716,8,ebola virus
209,1717,2,loss of vascular integrity
209,1717,2,fever
209,1717,2,infection
209,1717,3,TNF
209,1719,3,PCR
209,1719,3,polymerase chain reaction
209,1720,5,isolation
209,1720,3,PCR
231,1721,1,malaria
231,1721,2,coma
231,1721,2,convulsions
231,1721,2,brain damage
231,1721,2,fever
232,1722,1,malaria
232,1722,2,infection
233,1723,1,flu
233,1723,1,malaria
233,1723,2,kidney failure
233,1723,2,aches
233,1723,2,headache
233,1723,2,death
233,1723,2,muscle aches
233,1723,2,confusion
233,1723,2,nausea
233,1723,2,diarrhea
233,1723,2,infection
233,1723,2,vomiting
233,1723,2,fever
233,1723,2,jaundice
233,1723,2,tiredness
233,1723,2,coma
233,1723,2,chills
233,1723,2,seizures
233,1723,2,anemia
233,1723,6,15 days after
234,1724,1,malaria
234,1724,2,death
234,1724,2,the inability to deliver sufficient oxygen 
235,1725,1,malaria
235,1725,2,severe headache
235,1725,2,confusion
235,1725,2,drowsiness
235,1725,2,coma
235,1725,2,convulsions
235,1725,2,headache
209,1726,1,typhoid fever
209,1726,1,malaria
209,1726,1,cholera
209,1726,1,typhus
209,1726,1,shigellosis
209,1726,1,dengue fever
209,1726,2,viral hemorrhagic fever
209,1726,2,fever
209,1726,2,typhoid fever
209,1726,8,marburg virus
209,1727,1,leishmaniasis
209,1727,1,q fever
209,1727,1,measles
209,1727,1,typhus
209,1727,1,candidiasis
209,1727,1,hepatitis
209,1727,1,leptospirosis
209,1727,1,plague
209,1727,1,histoplasmosis
209,1727,1,smallpox
209,1727,2,leptospirosis
209,1727,2,fever
209,1727,2,hepatitis
209,1727,8,smallpox
209,1728,1,kawasaki disease
209,1728,2,telangiectasia
209,1729,1,ebola
209,1730,1,ebola
220,1731,1,typhus
220,1731,2,coma
220,1731,2,death
220,1731,2,fever
220,1731,4,with antibiotics 
221,1732,1,pneumonia
221,1732,1,typhus
221,1732,2,stupor
221,1732,2,constipation
221,1732,2,rash
221,1732,2,pneumonia
221,1732,2,splenomegaly
221,1732,2,kidney damage
221,1732,2,delirium
221,1732,2,renal failure
221,1732,2,bradycardia
222,1733,1,typhoid fever
222,1733,2,fever
222,1733,2,typhoid fever
223,1734,1,typhus
224,1735,1,typhoid fever
224,1735,2,fever
224,1735,2,lethargy
224,1735,2,abdominal pain
224,1735,2,typhoid fever
224,1735,2,spots
224,1735,2,rose spots
224,1735,2,pain
224,1735,2,headache
224,1735,4,antibiotic 
209,1736,1,ebola
209,1736,5,isolation
209,1737,2,stomatitis
209,1737,8,ebolavirus
209,1737,8,adenovirus
209,1739,8,ebolavirus
209,1740,1,ebola
209,1740,2,fever
209,1740,2,infection
209,1740,2,headache
227,1741,1,cholera
227,1741,2,excoriations
227,1742,1,cholera
228,1743,1,cholera
228,1743,2,diarrhea
229,1744,1,cholera
230,1745,1,cholera
230,1745,2,infection
209,1746,4,drugs
209,1746,4,especially in light of past experimentation conducted in developing countries by Western drug 
209,1746,6,2014
209,1747,1,ebola
209,1747,4,2014 that transfusion of whole blood or purified serum from Ebola survivors is the therapy 
209,1747,6,2014
209,1748,1,ebola
209,1749,2,infection
209,1749,4,A vaccine 
209,1749,5,A vaccine 
209,1750,2,dehydration
209,1750,2,death
209,1750,5,supportive care to prevent 
209,1750,6,14-Apr
231,1751,1,malaria
231,1751,2,coma
231,1751,2,convulsions
231,1751,2,brain damage
231,1751,2,fever
227,1752,1,cholera
227,1752,2,excoriations
220,1753,1,typhus
220,1753,2,coma
220,1753,2,death
220,1753,2,fever
220,1753,4,with antibiotics 
211,1754,1,ebola
211,1754,2,ebola virus infection
211,1754,2,infection
211,1754,8,ebola virus
213,1755,1,ebola
213,1755,2,infection
213,1755,8,ebola virus
7,1758,2,fever
7,1759,1,typhus
7,1759,2,death
7,1759,2,fever
7,1760,2,fever
7,1760,2,infection
218,1761,1,ebola
218,1761,2,blood clots
218,1761,2,petechiae
218,1761,2,spots
218,1761,2,red spots
214,1762,2,death
214,1762,2,blood clots
215,1763,1,ebola
215,1763,2,death
215,1763,2,blisters
215,1763,8,ebola virus
211,1764,1,ebola
211,1764,2,ebola virus infection
211,1764,2,infection
211,1764,8,ebola virus
213,1765,1,ebola
213,1765,2,infection
213,1765,8,ebola virus
7,1766,1,aids
7,1766,1,typhoid fever
7,1766,2,fever
7,1766,2,typhoid fever
7,1766,2,infection
7,1766,4,despite antibiotic 
7,1766,4,where antibiotics 
7,1766,6,2004
7,1766,7,in(2004)
7,1766,8,hiv
7,1767,2,infection
7,1767,6,2006
7,1767,6,2010
7,1767,6,2007
7,1768,1,histoplasmosis
7,1768,1,malaria
7,1768,1,schistosomiasis
7,1768,1,meningitis
7,1768,2,bartonellosis
7,1768,2,meningitis
7,1768,2,infection
7,1768,4,and recent antibiotics 
7,1769,1,typhoid fever
7,1769,2,fever
7,1769,2,typhoid fever
7,1769,6,2007-2010
231,1771,1,malaria
231,1771,2,coma
231,1771,2,convulsions
231,1771,2,brain damage
231,1771,2,fever
232,1772,1,malaria
232,1772,2,infection
233,1773,1,flu
233,1773,1,malaria
233,1773,2,kidney failure
233,1773,2,aches
233,1773,2,headache
233,1773,2,death
233,1773,2,muscle aches
233,1773,2,confusion
233,1773,2,nausea
233,1773,2,diarrhea
233,1773,2,infection
233,1773,2,vomiting
233,1773,2,fever
233,1773,2,jaundice
233,1773,2,tiredness
233,1773,2,coma
233,1773,2,chills
233,1773,2,seizures
233,1773,2,anemia
233,1773,6,15 days after
234,1774,1,malaria
234,1774,2,death
234,1774,2,the inability to deliver sufficient oxygen 
235,1775,1,malaria
235,1775,2,severe headache
235,1775,2,confusion
235,1775,2,drowsiness
235,1775,2,coma
235,1775,2,convulsions
235,1775,2,headache
7,1776,1,typhoid fever
7,1776,2,optic neuritis
7,1776,2,typhoid fever
7,1776,2,constipation
7,1776,2,abdominal pain
7,1776,2,ulcers
7,1776,2,weight loss
7,1776,2,dehydration
7,1776,2,spots
7,1776,2,crackles
7,1776,2,death
7,1776,2,rhonchi
7,1776,2,macules
7,1776,2,intestinal haemorrhage
7,1776,2,epistaxis
7,1776,2,rash
7,1776,2,weakness
7,1776,2,dry cough
7,1776,2,abdominal distension
7,1776,2,endocarditis
7,1776,2,rose spots
7,1776,2,headache
7,1776,2,high fever
7,1776,2,fever
7,1776,2,pain
7,1776,2,thrombocytopenia
7,1776,2,confusion
7,1776,2,infection
7,1776,2,pressure
7,1776,2,retinal detachment
7,1776,2,detachment
7,1776,2,picking at clothes
7,1776,2,cough
7,1776,2,leukopenia
7,1776,2,myocarditis
7,1776,2,gallstones
7,1776,2,apathy
7,1776,2,cholecystitis
7,1776,2,weak pulse
7,1776,2,tenderness
7,1776,2,malaise
7,1776,2,lymphocytosis
7,1776,2,borborygmi
7,1776,2,encephalitis
7,1776,2,uveitis
7,1776,2,bradycardia
7,1776,3,test
7,1776,3,bone marrow
7,1776,3,marrow
7,1776,4,antibiotics 
7,1777,1,typhoid fever
7,1777,2,anorexia
7,1777,2,headache
7,1777,2,cough
7,1777,2,pain
7,1777,2,constipation
7,1777,2,abdominal pain
7,1777,2,typhoid fever
7,1777,2,infection
7,1777,2,sweating
7,1777,2,fever
7,1777,2,dry cough
7,1777,2,spots
7,1777,2,weakness
7,1777,2,rose spots
7,1777,2,dizziness
7,1777,2,chills
7,1777,2,sore throat
7,1777,2,bradycardia
7,1778,1,typhoid fever
7,1778,2,fever
7,1778,2,typhoid fever
7,1778,2,tenderness
7,1778,2,epistaxis
7,1778,2,pressure
7,1778,2,splenomegaly
7,1778,2,malaise
7,1778,2,abdominal distension
7,1778,2,increased bowel sounds
7,1778,2,headache
7,1779,1,schistosomiasis
7,1779,1,malaria
7,1779,2,fever
7,1779,2,rash
7,1780,1,african trypanosomiasis
7,1780,1,yellow fever
7,1780,1,influenza
7,1780,1,malaria
7,1780,1,cholera
7,1780,1,typhus
7,1780,1,dengue fever
7,1780,1,tuberculosis
7,1780,1,ebola
7,1780,2,abscess
7,1780,2,fever
7,1780,2,pain
7,1780,2,abdominal pain
7,1780,2,infection
7,1780,2,neurological symptoms
7,1780,5,isolation
7,1780,4,whereas H antibody 
7,1780,4,High or rising O antibody 
7,1780,5,whereas H antibody 
7,1780,5,High or rising O antibody 
7,1780,6,2010
7,1780,7,in(2010)
220,1781,1,typhus
220,1781,2,coma
220,1781,2,death
220,1781,2,fever
220,1781,4,with antibiotics 
221,1782,1,pneumonia
221,1782,1,typhus
221,1782,2,stupor
221,1782,2,constipation
221,1782,2,rash
221,1782,2,pneumonia
221,1782,2,splenomegaly
221,1782,2,kidney damage
221,1782,2,delirium
221,1782,2,renal failure
221,1782,2,bradycardia
222,1783,1,typhoid fever
222,1783,2,fever
222,1783,2,typhoid fever
223,1784,1,typhus
224,1785,1,typhoid fever
224,1785,2,fever
224,1785,2,lethargy
224,1785,2,abdominal pain
224,1785,2,typhoid fever
224,1785,2,spots
224,1785,2,rose spots
224,1785,2,pain
224,1785,2,headache
224,1785,4,antibiotic 
7,1786,2,fever
7,1786,2,infection
7,1786,4,antibiotic 
7,1786,4,Clinically unstable patients are admitted to hospital for IV 
7,1786,4,Empiric antibiotic 
7,1787,1,typhoid fever
7,1787,2,drugs
7,1787,2,fever
7,1787,2,typhoid fever
7,1787,2,abdominal distension
7,1787,2,infection
